id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
SE;Sudeste/Centro-Oeste;2000-05-25;26291.52916667
N;Norte;2000-05-26;2512.42916667
NE;Nordeste;2000-05-26;5911.44166667
S;Sul;2000-05-26;7036.23750000
SE;Sudeste/Centro-Oeste;2000-05-26;26613.34583333
N;Norte;2000-05-27;2445.45000000
NE;Nordeste;2000-05-27;5682.11666667
S;Sul;2000-05-27;6205.15416667
SE;Sudeste/Centro-Oeste;2000-05-27;24576.11666667
N;Norte;2000-05-28;2355.46250000
NE;Nordeste;2000-05-28;5235.27500000
S;Sul;2000-05-28;4995.61250000
SE;Sudeste/Centro-Oeste;2000-05-28;21627.10000000
N;Norte;2000-05-29;2491.15416667
NE;Nordeste;2000-05-29;6003.37916667
S;Sul;2000-05-29;6712.90000000
SE;Sudeste/Centro-Oeste;2000-05-29;25119.74166667
N;Norte;2000-05-30;2516.10833333
NE;Nordeste;2000-05-30;6160.33750000
S;Sul;2000-05-30;7034.97500000
SE;Sudeste/Centro-Oeste;2000-05-30;25979.31250000
N;Norte;2000-05-31;2517.72500000
NE;Nordeste;2000-05-31;6059.71666667
S;Sul;2000-05-31;7065.32083333
SE;Sudeste/Centro-Oeste;2000-05-31;26276.83750000
N;Norte;2000-06-01;2502.10416667
NE;Nordeste;2000-06-01;5998.89583333
S;Sul;2000-06-01;7006.60833333
SE;Sudeste/Centro-Oeste;2000-06-01;26401.40833333
N;Norte;2000-06-02;2501.81250000
NE;Nordeste;2000-06-02;6052.43333333
S;Sul;2000-06-02;7038.08750000
SE;Sudeste/Centro-Oeste;2000-06-02;26470.96666667
N;Norte;2000-06-03;2452.76250000
NE;Nordeste;2000-06-03;5675.90833333
S;Sul;2000-06-03;6222.50000000
SE;Sudeste/Centro-Oeste;2000-06-03;24351.77916667
N;Norte;2000-06-04;2369.66250000
NE;Nordeste;2000-06-04;5162.14583333
S;Sul;2000-06-04;5127.49166667
SE;Sudeste/Centro-Oeste;2000-06-04;21706.37083333
N;Norte;2000-06-05;2503.60000000
NE;Nordeste;2000-06-05;5755.67500000
S;Sul;2000-06-05;6935.52916667
SE;Sudeste/Centro-Oeste;2000-06-05;25856.07916667
N;Norte;2000-06-06;2542.08333333
NE;Nordeste;2000-06-06;5889.19583333
S;Sul;2000-06-06;7290.80000000
SE;Sudeste/Centro-Oeste;2000-06-06;26540.36666667
N;Norte;2000-06-07;2528.05416667
NE;Nordeste;2000-06-07;5898.46250000
S;Sul;2000-06-07;7355.00000000
SE;Sudeste/Centro-Oeste;2000-06-07;26719.22083333
N;Norte;2000-06-08;2549.57916667
NE;Nordeste;2000-06-08;5809.47083333
S;Sul;2000-06-08;7264.62500000
SE;Sudeste/Centro-Oeste;2000-06-08;26854.14583333
N;Norte;2000-06-09;2569.94166667
NE;Nordeste;2000-06-09;5739.67083333
S;Sul;2000-06-09;7188.56666667
SE;Sudeste/Centro-Oeste;2000-06-09;27130.44583333
N;Norte;2000-06-10;2431.85833333
NE;Nordeste;2000-06-10;5453.14166667
S;Sul;2000-06-10;6372.00000000
SE;Sudeste/Centro-Oeste;2000-06-10;24929.14166667
N;Norte;2000-06-11;2363.52083333
NE;Nordeste;2000-06-11;5066.20416667
S;Sul;2000-06-11;5189.73333333
SE;Sudeste/Centro-Oeste;2000-06-11;22135.00000000
N;Norte;2000-06-12;2518.32083333
NE;Nordeste;2000-06-12;5792.53750000
S;Sul;2000-06-12;6947.52916667
SE;Sudeste/Centro-Oeste;2000-06-12;26359.81666667
N;Norte;2000-06-13;2528.13750000
NE;Nordeste;2000-06-13;5900.56666667
S;Sul;2000-06-13;7150.15000000
SE;Sudeste/Centro-Oeste;2000-06-13;26941.92916667
N;Norte;2000-06-14;2520.15000000
NE;Nordeste;2000-06-14;5946.97500000
S;Sul;2000-06-14;7291.47083333
SE;Sudeste/Centro-Oeste;2000-06-14;27235.30000000
N;Norte;2000-06-15;2531.89583333
NE;Nordeste;2000-06-15;5864.20833333
S;Sul;2000-06-15;7328.83333333
SE;Sudeste/Centro-Oeste;2000-06-15;27267.88333333
N;Norte;2000-06-16;2555.02083333
NE;Nordeste;2000-06-16;5889.67916667
S;Sul;2000-06-16;7342.46666667
SE;Sudeste/Centro-Oeste;2000-06-16;27236.77916667
N;Norte;2000-06-17;2439.08750000
NE;Nordeste;2000-06-17;5602.41666667
S;Sul;2000-06-17;6433.68750000
SE;Sudeste/Centro-Oeste;2000-06-17;25079.10833333
N;Norte;2000-06-18;2364.35416667
NE;Nordeste;2000-06-18;5208.57083333
S;Sul;2000-06-18;5259.54583333
SE;Sudeste/Centro-Oeste;2000-06-18;22225.49166667
N;Norte;2000-06-19;2537.05000000
NE;Nordeste;2000-06-19;5904.81250000
S;Sul;2000-06-19;6953.09583333
SE;Sudeste/Centro-Oeste;2000-06-19;26545.13750000
N;Norte;2000-06-20;2511.82916667
NE;Nordeste;2000-06-20;6009.27083333
S;Sul;2000-06-20;7168.29583333
SE;Sudeste/Centro-Oeste;2000-06-20;27377.00416667
N;Norte;2000-06-21;2497.24166667
NE;Nordeste;2000-06-21;5972.21666667
S;Sul;2000-06-21;7003.50416667
SE;Sudeste/Centro-Oeste;2000-06-21;26861.25833333
N;Norte;2000-06-22;2377.70416667
NE;Nordeste;2000-06-22;5500.65833333
S;Sul;2000-06-22;5770.63750000
SE;Sudeste/Centro-Oeste;2000-06-22;22511.15833333
N;Norte;2000-06-23;2522.93333333
NE;Nordeste;2000-06-23;5655.42500000
S;Sul;2000-06-23;6591.97916667
SE;Sudeste/Centro-Oeste;2000-06-23;24757.48333333
N;Norte;2000-06-24;2425.82916667
NE;Nordeste;2000-06-24;5239.03750000
S;Sul;2000-06-24;5986.43333333
SE;Sudeste/Centro-Oeste;2000-06-24;23588.72083333
N;Norte;2000-06-25;2314.08750000
NE;Nordeste;2000-06-25;5064.41250000
S;Sul;2000-06-25;5232.40833333
SE;Sudeste/Centro-Oeste;2000-06-25;21550.12916667
N;Norte;2000-06-26;2524.77083333
NE;Nordeste;2000-06-26;5701.10000000
S;Sul;2000-06-26;6975.55833333
SE;Sudeste/Centro-Oeste;2000-06-26;26209.11666667
N;Norte;2000-06-27;2542.35416667
NE;Nordeste;2000-06-27;5792.10833333
S;Sul;2000-06-27;7170.77916667
SE;Sudeste/Centro-Oeste;2000-06-27;27268.96666667
N;Norte;2000-06-28;2541.39166667
NE;Nordeste;2000-06-28;5844.03333333
S;Sul;2000-06-28;7267.12083333
SE;Sudeste/Centro-Oeste;2000-06-28;27204.02500000
N;Norte;2000-06-29;2517.67500000
NE;Nordeste;2000-06-29;5779.40833333
S;Sul;2000-06-29;7206.00833333
SE;Sudeste/Centro-Oeste;2000-06-29;27153.47500000
N;Norte;2000-06-30;2533.14583333
NE;Nordeste;2000-06-30;5756.57500000
S;Sul;2000-06-30;7062.47083333
SE;Sudeste/Centro-Oeste;2000-06-30;27205.13333333
N;Norte;2000-07-01;2378.87500000
NE;Nordeste;2000-07-01;5491.61250000
S;Sul;2000-07-01;6234.05000000
SE;Sudeste/Centro-Oeste;2000-07-01;24478.07916667
N;Norte;2000-07-02;2281.89166667
NE;Nordeste;2000-07-02;4994.26250000
S;Sul;2000-07-02;5163.06666667
SE;Sudeste/Centro-Oeste;2000-07-02;21904.77500000
N;Norte;2000-07-03;2506.98750000
NE;Nordeste;2000-07-03;5638.31250000
S;Sul;2000-07-03;6735.55833333
SE;Sudeste/Centro-Oeste;2000-07-03;26366.72083333
N;Norte;2000-07-04;2529.29166667
NE;Nordeste;2000-07-04;5718.62500000
S;Sul;2000-07-04;6998.46250000
SE;Sudeste/Centro-Oeste;2000-07-04;26797.22083333
N;Norte;2000-07-05;2504.61666667
NE;Nordeste;2000-07-05;5722.68333333
S;Sul;2000-07-05;7175.69583333
SE;Sudeste/Centro-Oeste;2000-07-05;26787.17916667
N;Norte;2000-07-06;2502.10000000
NE;Nordeste;2000-07-06;5728.04583333
S;Sul;2000-07-06;7188.49166667
SE;Sudeste/Centro-Oeste;2000-07-06;26693.77500000
N;Norte;2000-07-07;2497.17916667
NE;Nordeste;2000-07-07;5792.62916667
S;Sul;2000-07-07;7243.15000000
SE;Sudeste/Centro-Oeste;2000-07-07;26834.12083333
N;Norte;2000-07-08;2421.10000000
NE;Nordeste;2000-07-08;5446.13750000
S;Sul;2000-07-08;6412.13750000
SE;Sudeste/Centro-Oeste;2000-07-08;24692.75000000
N;Norte;2000-07-09;2326.17083333
NE;Nordeste;2000-07-09;5022.72916667
S;Sul;2000-07-09;5346.39166667
SE;Sudeste/Centro-Oeste;2000-07-09;22136.62916667
N;Norte;2000-07-10;2476.94166667
NE;Nordeste;2000-07-10;5691.64583333
S;Sul;2000-07-10;7017.20416667
SE;Sudeste/Centro-Oeste;2000-07-10;26586.83750000
N;Norte;2000-07-11;2470.91250000
NE;Nordeste;2000-07-11;5837.71666667
S;Sul;2000-07-11;7136.76666667
SE;Sudeste/Centro-Oeste;2000-07-11;27550.74583333
N;Norte;2000-07-12;2482.12500000
NE;Nordeste;2000-07-12;5794.77083333
S;Sul;2000-07-12;7049.60833333
SE;Sudeste/Centro-Oeste;2000-07-12;27172.99166667
N;Norte;2000-07-13;2504.33333333
NE;Nordeste;2000-07-13;5824.24583333
S;Sul;2000-07-13;6986.52500000
SE;Sudeste/Centro-Oeste;2000-07-13;26580.73750000
N;Norte;2000-07-14;2475.96250000
NE;Nordeste;2000-07-14;5833.60833333
S;Sul;2000-07-14;7055.78750000
SE;Sudeste/Centro-Oeste;2000-07-14;26486.42500000
N;Norte;2000-07-15;2379.28750000
NE;Nordeste;2000-07-15;5511.21666667
S;Sul;2000-07-15;6314.01250000
SE;Sudeste/Centro-Oeste;2000-07-15;24409.04166667
N;Norte;2000-07-16;2254.55833333
NE;Nordeste;2000-07-16;5058.03750000
S;Sul;2000-07-16;5110.67916667
SE;Sudeste/Centro-Oeste;2000-07-16;21287.44166667
N;Norte;2000-07-17;2462.07916667
NE;Nordeste;2000-07-17;5801.52916667
S;Sul;2000-07-17;6697.58333333
SE;Sudeste/Centro-Oeste;2000-07-17;24810.79166667
N;Norte;2000-07-18;2490.43333333
NE;Nordeste;2000-07-18;6008.10000000
S;Sul;2000-07-18;7153.28041667
SE;Sudeste/Centro-Oeste;2000-07-18;25504.84583333
N;Norte;2000-07-19;2444.94583333
NE;Nordeste;2000-07-19;5923.83333333
S;Sul;2000-07-19;7174.71666667
SE;Sudeste/Centro-Oeste;2000-07-19;26016.18333333
N;Norte;2000-07-20;2459.86666667
NE;Nordeste;2000-07-20;5818.23750000
S;Sul;2000-07-20;7007.45000000
SE;Sudeste/Centro-Oeste;2000-07-20;26021.24583333
N;Norte;2000-07-21;2453.45000000
NE;Nordeste;2000-07-21;5816.15833333
S;Sul;2000-07-21;6964.21250000
SE;Sudeste/Centro-Oeste;2000-07-21;26298.84583333
N;Norte;2000-07-22;2376.72500000
NE;Nordeste;2000-07-22;5480.75416667
S;Sul;2000-07-22;6287.98750000
SE;Sudeste/Centro-Oeste;2000-07-22;24774.96666667
N;Norte;2000-07-23;2314.05416667
NE;Nordeste;2000-07-23;4987.43333333
S;Sul;2000-07-23;5096.75416667
SE;Sudeste/Centro-Oeste;2000-07-23;21982.40833333
N;Norte;2000-07-24;2473.79583333
NE;Nordeste;2000-07-24;5736.32916667
S;Sul;2000-07-24;6717.35416667
SE;Sudeste/Centro-Oeste;2000-07-24;25375.35000000
N;Norte;2000-07-25;2490.60833333
NE;Nordeste;2000-07-25;5948.65000000
S;Sul;2000-07-25;6928.28333333
SE;Sudeste/Centro-Oeste;2000-07-25;26226.55833333
N;Norte;2000-07-26;2513.74166667
NE;Nordeste;2000-07-26;6009.80833333
S;Sul;2000-07-26;6963.67500000
SE;Sudeste/Centro-Oeste;2000-07-26;26378.21666667
N;Norte;2000-07-27;2474.58750000
NE;Nordeste;2000-07-27;5931.80416667
S;Sul;2000-07-27;6902.48750000
SE;Sudeste/Centro-Oeste;2000-07-27;26324.36666667
N;Norte;2000-07-28;2464.56250000
NE;Nordeste;2000-07-28;5799.19166667
S;Sul;2000-07-28;7002.82916667
SE;Sudeste/Centro-Oeste;2000-07-28;26248.78750000
N;Norte;2000-07-29;2401.21250000
NE;Nordeste;2000-07-29;5486.38333333
S;Sul;2000-07-29;6211.61666667
SE;Sudeste/Centro-Oeste;2000-07-29;24207.17083333
N;Norte;2000-07-30;2336.00833333
NE;Nordeste;2000-07-30;5052.18333333
S;Sul;2000-07-30;5158.91250000
SE;Sudeste/Centro-Oeste;2000-07-30;21644.92500000
N;Norte;2000-07-31;2543.50000000
NE;Nordeste;2000-07-31;5717.84166667
S;Sul;2000-07-31;6859.27916667
SE;Sudeste/Centro-Oeste;2000-07-31;25719.78333333
N;Norte;2000-08-01;2573.41666667
NE;Nordeste;2000-08-01;5709.58750000
S;Sul;2000-08-01;7079.14583333
SE;Sudeste/Centro-Oeste;2000-08-01;26547.14583333
N;Norte;2000-08-02;2558.51250000
NE;Nordeste;2000-08-02;5677.50000000
S;Sul;2000-08-02;7047.79166667
SE;Sudeste/Centro-Oeste;2000-08-02;26870.34166667
N;Norte;2000-08-03;2576.10833333
NE;Nordeste;2000-08-03;5806.42916667
S;Sul;2000-08-03;7104.34583333
SE;Sudeste/Centro-Oeste;2000-08-03;27049.41250000
N;Norte;2000-08-04;2576.13333333
NE;Nordeste;2000-08-04;5889.97083333
S;Sul;2000-08-04;6957.08750000
SE;Sudeste/Centro-Oeste;2000-08-04;26877.01250000
N;Norte;2000-08-05;2483.45000000
NE;Nordeste;2000-08-05;5586.77083333
S;Sul;2000-08-05;6100.82916667
SE;Sudeste/Centro-Oeste;2000-08-05;24208.30000000
N;Norte;2000-08-06;2407.31250000
NE;Nordeste;2000-08-06;5085.17916667
S;Sul;2000-08-06;5035.50833333
SE;Sudeste/Centro-Oeste;2000-08-06;21438.41250000
N;Norte;2000-08-07;2552.62083333
NE;Nordeste;2000-08-07;5721.23333333
S;Sul;2000-08-07;6745.30833333
SE;Sudeste/Centro-Oeste;2000-08-07;26010.66666667
N;Norte;2000-08-08;2565.89166667
NE;Nordeste;2000-08-08;5833.59583333
S;Sul;2000-08-08;7124.77500000
SE;Sudeste/Centro-Oeste;2000-08-08;26843.54166667
N;Norte;2000-08-09;2575.64583333
NE;Nordeste;2000-08-09;5868.69583333
S;Sul;2000-08-09;7147.77916667
SE;Sudeste/Centro-Oeste;2000-08-09;27180.32916667
N;Norte;2000-08-10;2583.71250000
NE;Nordeste;2000-08-10;5890.54166667
S;Sul;2000-08-10;7173.09583333
SE;Sudeste/Centro-Oeste;2000-08-10;27280.50833333
N;Norte;2000-08-11;2576.75000000
NE;Nordeste;2000-08-11;5931.83333333
S;Sul;2000-08-11;7085.32916667
SE;Sudeste/Centro-Oeste;2000-08-11;26966.97083333
N;Norte;2000-08-12;2504.85833333
NE;Nordeste;2000-08-12;5685.74166667
S;Sul;2000-08-12;6187.98750000
SE;Sudeste/Centro-Oeste;2000-08-12;24146.56666667
N;Norte;2000-08-13;2392.15000000
NE;Nordeste;2000-08-13;5126.55000000
S;Sul;2000-08-13;5128.36250000
SE;Sudeste/Centro-Oeste;2000-08-13;21210.48750000
N;Norte;2000-08-14;2562.72083333
NE;Nordeste;2000-08-14;5744.70833333
S;Sul;2000-08-14;6932.15833333
SE;Sudeste/Centro-Oeste;2000-08-14;25726.84583333
N;Norte;2000-08-15;2517.90000000
NE;Nordeste;2000-08-15;5848.59166667
S;Sul;2000-08-15;7228.10000000
SE;Sudeste/Centro-Oeste;2000-08-15;26423.80416667
N;Norte;2000-08-16;2598.81250000
NE;Nordeste;2000-08-16;5851.45000000
S;Sul;2000-08-16;7078.40833333
SE;Sudeste/Centro-Oeste;2000-08-16;26983.91250000
N;Norte;2000-08-17;2602.99583333
NE;Nordeste;2000-08-17;5876.17916667
S;Sul;2000-08-17;7185.12500000
SE;Sudeste/Centro-Oeste;2000-08-17;27077.27083333
N;Norte;2000-08-18;2602.11666667
NE;Nordeste;2000-08-18;5932.37083333
S;Sul;2000-08-18;7086.98333333
SE;Sudeste/Centro-Oeste;2000-08-18;26968.48333333
N;Norte;2000-08-19;2530.62500000
NE;Nordeste;2000-08-19;5632.10833333
S;Sul;2000-08-19;6236.67500000
SE;Sudeste/Centro-Oeste;2000-08-19;24553.75416667
N;Norte;2000-08-20;2417.07083333
NE;Nordeste;2000-08-20;5126.66250000
S;Sul;2000-08-20;5139.76250000
SE;Sudeste/Centro-Oeste;2000-08-20;22026.08750000
N;Norte;2000-08-21;2603.08750000
NE;Nordeste;2000-08-21;5838.87916667
S;Sul;2000-08-21;6890.14166667
SE;Sudeste/Centro-Oeste;2000-08-21;26145.77083333
N;Norte;2000-08-22;2628.21250000
NE;Nordeste;2000-08-22;6008.96250000
S;Sul;2000-08-22;7191.15833333
SE;Sudeste/Centro-Oeste;2000-08-22;27069.68750000
N;Norte;2000-08-23;2640.32916667
NE;Nordeste;2000-08-23;6082.30833333
S;Sul;2000-08-23;7282.00000000
SE;Sudeste/Centro-Oeste;2000-08-23;27438.35000000
N;Norte;2000-08-24;2659.89166667
NE;Nordeste;2000-08-24;5989.44166667
S;Sul;2000-08-24;7336.70000000
SE;Sudeste/Centro-Oeste;2000-08-24;27896.63750000
N;Norte;2000-08-25;2634.16250000
NE;Nordeste;2000-08-25;6110.24166667
S;Sul;2000-08-25;7317.92916667
SE;Sudeste/Centro-Oeste;2000-08-25;28077.93750000
N;Norte;2000-08-26;2544.07916667
NE;Nordeste;2000-08-26;5712.62083333
S;Sul;2000-08-26;6368.28333333
SE;Sudeste/Centro-Oeste;2000-08-26;26016.89583333
N;Norte;2000-08-27;2437.49166667
NE;Nordeste;2000-08-27;5170.58750000
S;Sul;2000-08-27;5229.55416667
SE;Sudeste/Centro-Oeste;2000-08-27;23260.38750000
N;Norte;2000-08-28;2607.49166667
NE;Nordeste;2000-08-28;5995.87916667
S;Sul;2000-08-28;6782.57916667
SE;Sudeste/Centro-Oeste;2000-08-28;27111.30833333
N;Norte;2000-08-29;2665.80833333
NE;Nordeste;2000-08-29;6200.49166667
S;Sul;2000-08-29;6974.27500000
SE;Sudeste/Centro-Oeste;2000-08-29;26813.15000000
N;Norte;2000-08-30;2663.49583333
NE;Nordeste;2000-08-30;6199.17916667
S;Sul;2000-08-30;7008.07916667
SE;Sudeste/Centro-Oeste;2000-08-30;26719.33333333
N;Norte;2000-08-31;2655.67083333
NE;Nordeste;2000-08-31;6168.51250000
S;Sul;2000-08-31;7109.40833333
SE;Sudeste/Centro-Oeste;2000-08-31;27258.72500000
N;Norte;2000-09-01;2621.90416667
NE;Nordeste;2000-09-01;6116.13750000
S;Sul;2000-09-01;7013.40000000
SE;Sudeste/Centro-Oeste;2000-09-01;27381.06291667
N;Norte;2000-09-02;2515.42916667
NE;Nordeste;2000-09-02;5808.95416667
S;Sul;2000-09-02;6142.70416667
SE;Sudeste/Centro-Oeste;2000-09-02;25054.90416667
N;Norte;2000-09-03;2450.43291667
NE;Nordeste;2000-09-03;5236.71666667
S;Sul;2000-09-03;5041.97083333
SE;Sudeste/Centro-Oeste;2000-09-03;21894.16250000
N;Norte;2000-09-04;2670.96250000
NE;Nordeste;2000-09-04;5989.28333333
S;Sul;2000-09-04;6617.27916667
SE;Sudeste/Centro-Oeste;2000-09-04;25590.10833333
N;Norte;2000-09-05;2663.20000000
NE;Nordeste;2000-09-05;6187.34166667
S;Sul;2000-09-05;6604.57916667
SE;Sudeste/Centro-Oeste;2000-09-05;26341.84583333
N;Norte;2000-09-06;2637.17166667
NE;Nordeste;2000-09-06;6162.15000000
S;Sul;2000-09-06;6938.95000000
SE;Sudeste/Centro-Oeste;2000-09-06;26585.96250000
N;Norte;2000-09-07;2475.84583333
NE;Nordeste;2000-09-07;5315.13333333
S;Sul;2000-09-07;5555.40000000
SE;Sudeste/Centro-Oeste;2000-09-07;22970.65000000
N;Norte;2000-09-08;2559.15000000
NE;Nordeste;2000-09-08;5750.91250000
S;Sul;2000-09-08;6316.28750000
SE;Sudeste/Centro-Oeste;2000-09-08;24972.54583333
N;Norte;2000-09-09;2487.63750000
NE;Nordeste;2000-09-09;5590.78750000
S;Sul;2000-09-09;5890.03333333
SE;Sudeste/Centro-Oeste;2000-09-09;23845.37500000
N;Norte;2000-09-10;2417.93750000
NE;Nordeste;2000-09-10;5213.05416667
S;Sul;2000-09-10;5158.06250000
SE;Sudeste/Centro-Oeste;2000-09-10;21999.13333333
N;Norte;2000-09-11;2625.96250000
NE;Nordeste;2000-09-11;5901.79583333
S;Sul;2000-09-11;6764.45416667
SE;Sudeste/Centro-Oeste;2000-09-11;27011.00833333
N;Norte;2000-09-12;2626.64583333
NE;Nordeste;2000-09-12;6006.24166667
S;Sul;2000-09-12;7205.05416667
SE;Sudeste/Centro-Oeste;2000-09-12;27855.57500000
N;Norte;2000-09-13;2643.10416667
NE;Nordeste;2000-09-13;5962.00833333
S;Sul;2000-09-13;7232.07500000
SE;Sudeste/Centro-Oeste;2000-09-13;27924.49583333
N;Norte;2000-09-14;2636.87916667
NE;Nordeste;2000-09-14;5928.89583333
S;Sul;2000-09-14;7263.17500000
SE;Sudeste/Centro-Oeste;2000-09-14;27817.11666667
N;Norte;2000-09-15;2629.97500000
NE;Nordeste;2000-09-15;6041.48750000
S;Sul;2000-09-15;7122.77916667
SE;Sudeste/Centro-Oeste;2000-09-15;28070.03750000
N;Norte;2000-09-16;2527.02916667
NE;Nordeste;2000-09-16;5800.49166667
S;Sul;2000-09-16;6278.70416667
SE;Sudeste/Centro-Oeste;2000-09-16;25482.09166667
N;Norte;2000-09-17;2433.65833333
NE;Nordeste;2000-09-17;5257.12083333
S;Sul;2000-09-17;5213.02916667
SE;Sudeste/Centro-Oeste;2000-09-17;22417.45000000
N;Norte;2000-09-18;2623.54166667
NE;Nordeste;2000-09-18;5912.01250000
S;Sul;2000-09-18;6977.71666667
SE;Sudeste/Centro-Oeste;2000-09-18;26682.43750000
N;Norte;2000-09-19;2652.31208333
NE;Nordeste;2000-09-19;6091.57083333
S;Sul;2000-09-19;7250.42500000
SE;Sudeste/Centro-Oeste;2000-09-19;27811.57916667
N;Norte;2000-09-20;2589.48250000
NE;Nordeste;2000-09-20;6116.61250000
S;Sul;2000-09-20;6978.87916667
SE;Sudeste/Centro-Oeste;2000-09-20;28082.32666667
N;Norte;2000-09-21;2645.63291667
NE;Nordeste;2000-09-21;6165.04583333
S;Sul;2000-09-21;7375.87500000
SE;Sudeste/Centro-Oeste;2000-09-21;28353.77083333
N;Norte;2000-09-22;2660.13458333
NE;Nordeste;2000-09-22;6121.76250000
S;Sul;2000-09-22;7179.53333333
SE;Sudeste/Centro-Oeste;2000-09-22;28329.42916667
N;Norte;2000-09-23;2556.26250000
NE;Nordeste;2000-09-23;5817.65416667
S;Sul;2000-09-23;6291.29583333
SE;Sudeste/Centro-Oeste;2000-09-23;25936.69583333
N;Norte;2000-09-24;2481.33750000
NE;Nordeste;2000-09-24;5341.00833333
S;Sul;2000-09-24;5232.20833333
SE;Sudeste/Centro-Oeste;2000-09-24;23370.80416667
N;Norte;2000-09-25;2658.12333333
NE;Nordeste;2000-09-25;6120.21250000
S;Sul;2000-09-25;6622.72083333
SE;Sudeste/Centro-Oeste;2000-09-25;27101.72500000
N;Norte;2000-09-26;2659.83916667
NE;Nordeste;2000-09-26;6229.12500000
S;Sul;2000-09-26;6908.41250000
SE;Sudeste/Centro-Oeste;2000-09-26;26893.80416667
N;Norte;2000-09-27;2646.52666667
NE;Nordeste;2000-09-27;6121.32500000
S;Sul;2000-09-27;7023.16250000
SE;Sudeste/Centro-Oeste;2000-09-27;26655.70416667
N;Norte;2000-09-28;2631.91833333
NE;Nordeste;2000-09-28;6177.27083333
S;Sul;2000-09-28;7106.93750000
SE;Sudeste/Centro-Oeste;2000-09-28;26630.29166667
N;Norte;2000-09-29;2629.00750000
NE;Nordeste;2000-09-29;6159.11250000
S;Sul;2000-09-29;7194.62916667
SE;Sudeste/Centro-Oeste;2000-09-29;27202.84583333
N;Norte;2000-09-30;2540.36666667
NE;Nordeste;2000-09-30;5818.93333333
S;Sul;2000-09-30;6331.41666667
SE;Sudeste/Centro-Oeste;2000-09-30;25098.48750000
N;Norte;2000-10-01;2415.87083333
NE;Nordeste;2000-10-01;5114.32916667
S;Sul;2000-10-01;5044.30833333
SE;Sudeste/Centro-Oeste;2000-10-01;21684.41250000
N;Norte;2000-10-02;2591.25000000
NE;Nordeste;2000-10-02;5929.33333333
S;Sul;2000-10-02;6977.90416667
SE;Sudeste/Centro-Oeste;2000-10-02;26761.98750000
N;Norte;2000-10-03;2627.04583333
NE;Nordeste;2000-10-03;6273.50833333
S;Sul;2000-10-03;7355.33750000
SE;Sudeste/Centro-Oeste;2000-10-03;28134.87916667
N;Norte;2000-10-04;2630.56666667
NE;Nordeste;2000-10-04;6340.41666667
S;Sul;2000-10-04;7429.02916667
SE;Sudeste/Centro-Oeste;2000-10-04;28408.68750000
N;Norte;2000-10-05;2586.16250000
NE;Nordeste;2000-10-05;6390.79166667
S;Sul;2000-10-05;7149.29583333
SE;Sudeste/Centro-Oeste;2000-10-05;28584.47500000
N;Norte;2000-10-06;2608.88333333
NE;Nordeste;2000-10-06;6434.07916667
S;Sul;2000-10-06;7037.84583333
SE;Sudeste/Centro-Oeste;2000-10-06;28215.02083333
N;Norte;2000-10-07;2526.56125000
NE;Nordeste;2000-10-07;6045.08333333
S;Sul;2000-10-07;6235.73333333
SE;Sudeste/Centro-Oeste;2000-10-07;25442.65000000
N;Norte;2000-10-08;2383.27391304
NE;Nordeste;2000-10-08;5482.90000000
S;Sul;2000-10-08;5175.48695652
SE;Sudeste/Centro-Oeste;2000-10-08;22506.85217391
N;Norte;2000-10-09;2571.27500000
NE;Nordeste;2000-10-09;6268.32916667
S;Sul;2000-10-09;7100.57500000
SE;Sudeste/Centro-Oeste;2000-10-09;27156.44583333
N;Norte;2000-10-10;2591.42041667
NE;Nordeste;2000-10-10;6395.37083333
S;Sul;2000-10-10;7345.56666667
SE;Sudeste/Centro-Oeste;2000-10-10;28241.85833333
N;Norte;2000-10-11;2602.20708333
NE;Nordeste;2000-10-11;6424.18333333
S;Sul;2000-10-11;7242.47916667
SE;Sudeste/Centro-Oeste;2000-10-11;28567.78333333
N;Norte;2000-10-12;2474.80000000
NE;Nordeste;2000-10-12;5608.08333333
S;Sul;2000-10-12;5984.55833333
SE;Sudeste/Centro-Oeste;2000-10-12;24535.59583333
N;Norte;2000-10-13;2550.19583333
NE;Nordeste;2000-10-13;6196.90833333
S;Sul;2000-10-13;6810.65000000
SE;Sudeste/Centro-Oeste;2000-10-13;27501.51666667
N;Norte;2000-10-14;2523.42875000
NE;Nordeste;2000-10-14;5936.77083333
S;Sul;2000-10-14;6176.93333333
SE;Sudeste/Centro-Oeste;2000-10-14;25804.63333333
N;Norte;2000-10-15;2442.07750000
NE;Nordeste;2000-10-15;5408.83333333
S;Sul;2000-10-15;5198.95416667
SE;Sudeste/Centro-Oeste;2000-10-15;23263.70000000
N;Norte;2000-10-16;2595.77083333
NE;Nordeste;2000-10-16;6181.08750000
S;Sul;2000-10-16;7007.93750000
SE;Sudeste/Centro-Oeste;2000-10-16;27930.23333333
N;Norte;2000-10-17;2636.30833333
NE;Nordeste;2000-10-17;6381.94583333
S;Sul;2000-10-17;7359.74583333
SE;Sudeste/Centro-Oeste;2000-10-17;29070.27500000
N;Norte;2000-10-18;2646.63333333
NE;Nordeste;2000-10-18;6441.08750000
S;Sul;2000-10-18;7387.78750000
SE;Sudeste/Centro-Oeste;2000-10-18;29405.77916667
N;Norte;2000-10-19;2646.25416667
NE;Nordeste;2000-10-19;6395.27083333
S;Sul;2000-10-19;7452.20000000
